brand,model,year,mileage,fuel_type,transmission,origin,car_type,seats,price
Mercedes Benz,E Class,2017.0,30000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,859000000
Hyundai,Kona,2021.0,33000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,539000000
Mercedes Benz,GLK Class,2014.0,92000.0,Xăng,Tự động,Đức,SUV / Cross over,5.0,585000000
Hyundai,i20,2012.0,95000.0,Xăng,Tự động,Ấn Độ,Hatchback,5.0,238000000
Kia,Cerato,2018.0,105000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,389000000
Lexus,ES,2021.0,32000.0,Xăng,Tự động,Nhật Bản,Sedan,5.0,2050000000
Toyota,Vios,2021.0,50000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,415000000
Chevrolet,Spark,2018.0,50000.0,Xăng,Số sàn,Việt Nam,Hatchback,2.0,142000000
Mercedes Benz,E Class,2015.0,79000.0,Xăng,Tự động,Đức,Sedan,5.0,495000000
Kia,Morning,2016.0,65000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,239000000
Mazda,3,2019.0,67899.0,Xăng,Tự động,Việt Nam,Sedan,5.0,469000000
Toyota,Camry,2014.0,110000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,450000000
Mitsubishi,Xpander,2022.0,5410.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,575000000
Kia,K3,2014.0,18000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,300000000
BMW,3 Series,2015.0,139000.0,Xăng,Tự động,Đức,Sedan,5.0,540000000
Toyota,Fortuner,2014.0,152000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,475000000
Mercedes Benz,S Class,2008.0,112000.0,Xăng,Tự động,Đức,Sedan,4.0,355000000
VinFast,Lux SA2.0,2022.0,41200.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,729000000
Hyundai,Elantra,2019.0,44000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,518000000
Kia,Carnival,2022.0,31000.0,Động cơ Hybrid,Tự động,Việt Nam,Minivan (MPV),10.0,1250000000
Mazda,3,2024.0,7000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,636000000
Mercedes Benz,GLC,2021.0,30000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,2.0,1460000000
Honda,CR V,2023.0,37000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,939000000
Hyundai,Santa Fe,2016.0,98120.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,575000000
Ford,Focus,2019.0,75000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,375000000
Chevrolet,Spark,2018.0,37500.0,Xăng,Số sàn,Hàn Quốc,Hatchback,2.0,130000000
Peugeot,3008,2016.0,37000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),5.0,375000000
Ford,Everest,2010.0,60000.0,Xăng,Số sàn,Mỹ,SUV / Cross over,7.0,260000000
Toyota,Vios,2023.0,35000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,475000000
Chevrolet,Aveo,2013.0,120000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,175000000
Mercedes Benz,CLA Class,2016.0,6000.0,Xăng,Tự động,Nước khác,Sedan,5.0,560000000
Hyundai,Accent,2023.0,21000.0,Xăng,Tự động,Hàn Quốc,SUV / Cross over,5.0,455000000
Hyundai,Santa Fe,2019.0,100000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,845000000
Ford,Ranger,2021.0,58000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,575000000
Mercedes Benz,E Class,2001.0,90000.0,Xăng,Tự động,Đức,Sedan,5.0,70000000
Ford,Escape,2013.0,122000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,282000000
Kia,Sedona,2019.0,40510.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,735000000
Kia,Seltos,2021.0,66000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,590000000
Hyundai,Accent,2019.0,86000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,310000000
Honda,City,2021.0,52600.0,Xăng,Tự động,Việt Nam,Sedan,5.0,445000000
Hyundai,Solati,2018.0,91000.0,Dầu,Số sàn,Việt Nam,Van,16.0,579000000
Lexus,GX,2016.0,100000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,8.0,2500000000
Mazda,CX 5,2023.0,38000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,769000000
Honda,CR V,2021.0,47000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,849000000
Mazda,CX-30,2023.0,10000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,675000000
VinFast,VF8,2024.0,14000.0,Điện,Tự động,Việt Nam,SUV / Cross over,5.0,869000000
Mitsubishi,Triton,2014.0,220000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,280000000
Daewoo,Matiz,2005.0,123456.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,42000000
Toyota,Camry,2015.0,85000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,585000000
Kia,Morning,2018.0,76000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,275000000
Lexus,ES,2023.0,5000.0,Xăng,Tự động,Nhật Bản,Sedan,5.0,2360000000
Mazda,CX 5,2019.0,1000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,3400000000
Mazda,3,2009.0,120000.0,Xăng,Tự động,Đài Loan,Sedan,5.0,215000000
Ford,Everest,2021.0,78000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,988000000
VinFast,Fadil,2021.0,26000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,320000000
Hyundai,Creta,2022.0,28000.0,Xăng,Tự động,Nước khác,SUV / Cross over,2.0,620000000
Toyota,Corolla Altis,2022.0,36000.0,Xăng,Tự động,Thái Lan,Sedan,2.0,665000000
Mercedes Benz,E Class,2009.0,96000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,365000000
Mitsubishi,Xpander Cross,2020.0,65000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,470000000
Peugeot,3008,2018.0,80000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),5.0,430000000
MG,MG5,2022.0,39899.0,Xăng,Tự động,Thái Lan,Sedan,5.0,435000000
Chevrolet,Colorado,2018.0,91118.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,379000000
Honda,Civic,2016.0,65000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,399000000
Honda,Civic,2019.0,80000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,429500000
Mercedes Benz,GLC,2020.0,72000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,1480000000
Toyota,Fortuner,2018.0,24000.0,Dầu,Số sàn,Nhật Bản,SUV / Cross over,7.0,810000000
Ford,Ranger,2020.0,80000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,518000000
Mitsubishi,Attrage,2023.0,82000.0,Xăng,Số sàn,Thái Lan,Sedan,5.0,325000000
Ford,Territory,2023.0,24000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,830000000
Ford,Ranger,2016.0,96000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,425000000
Ford,Ranger,2020.0,103000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,510000000
Toyota,Fortuner,2015.0,91852.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,575000000
Mitsubishi,Xpander,2019.0,50000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,460000000
Chevrolet,Colorado,2013.0,100000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,315000000
Kia,Morning,2015.0,100000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,145000000
Mitsubishi,Xpander,2020.0,80000.0,Xăng,Số sàn,Nước khác,Minivan (MPV),5.0,425000000
Kia,Cerato,2016.0,60000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,385000000
Toyota,Camry,2020.0,57000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,795000000
Mazda,6,2022.0,43000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,725000000
Toyota,Innova,2016.0,128000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,395000000
Ford,Transit,2022.0,9000.0,Dầu,Số sàn,Mỹ,Kiểu dáng khác,16.0,650000000
Hyundai,Accent,2020.0,83000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,388000000
Kia,Carnival,2023.0,35000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,1335000000
BMW,X6,2008.0,34567.0,Xăng,Tự động,Đức,SUV / Cross over,8.0,550000000
Mercedes Benz,V Class,2020.0,40000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,1799000000
Toyota,Fortuner,2020.0,89000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,815000000
Toyota,Innova,2016.0,87000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,296000000
Toyota,Innova,2007.0,21000.0,Xăng,Số sàn,Nhật Bản,Minivan (MPV),8.0,175000000
Ford,Ranger,2024.0,1700.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,740000000
Toyota,Innova,2013.0,12000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,255000000
Mazda,3,2010.0,60000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,238000000
Ford,Laser,2005.0,86000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,125000000
Ford,Fiesta,2011.0,115000.0,Xăng,Tự động,Mỹ,Hatchback,5.0,225000000
Ford,EcoSport,2017.0,110000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,359000000
Mazda,CX 5,2017.0,96689.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,535000000
Kia,Rondo,2019.0,82000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),7.0,386000000
Toyota,Camry,2019.0,80000.0,Xăng,Tự động,Thái Lan,Sedan,4.0,740000000
Toyota,Innova,2019.0,75600.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,428000000
Toyota,Camry,2013.0,75000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,480000000
Honda,City,2021.0,13500.0,Xăng,Tự động,Việt Nam,Sedan,5.0,462000000
Toyota,Hilux,2014.0,250000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,335000000
Chevrolet,Spark,2015.0,156000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,149000000
Toyota,Fortuner,2021.0,69000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,846000000
BMW,5 Series,2008.0,126000.0,Xăng,Số sàn,Đức,Sedan,4.0,238000000
Kia,Rio,2015.0,65000.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,239000000
Toyota,Innova,2012.0,98000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,259000000
Ford,Focus,2013.0,89000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,350000000
Kia,Cerato,2016.0,80000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,373000000
Toyota,Camry,2022.0,84000.0,Xăng,Tự động,Thái Lan,Sedan,2.0,1090000000
Hyundai,Grand i10,2023.0,50000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,365000000
Nissan,X trail,2017.0,100000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,440000000
Mercedes Benz,C Class,2010.0,140000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,258000000
Ford,Fiesta,2017.0,86000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,250000000
Kia,Sorento,2014.0,86000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,376000000
Kia,Carnival,2023.0,22000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,1359000000
Mazda,CX 5,2023.0,31000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),5.0,755000000
Ford,EcoSport,2016.0,77000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,352000000
Ford,Everest,2022.0,64000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,1010000000
Hyundai,Kona,2020.0,30000.0,Xăng,Tự động,Hàn Quốc,SUV / Cross over,5.0,498000000
Mitsubishi,Pajero Sport,2014.0,118000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,380000000
Mitsubishi,Pajero Sport,2016.0,80000.0,Dầu,Số sàn,Thái Lan,SUV / Cross over,8.0,399000000
Fiat,Siena,2002.0,12500.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,39000000
Mazda,2,2020.0,81000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,339000000
Hyundai,Santa Fe,2020.0,55000.0,Dầu,Tự động,Hàn Quốc,SUV / Cross over,7.0,890000000
Toyota,Corolla Altis,2008.0,160000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,185000000
BMW,X5,2019.0,79799.0,Xăng,Tự động,Mỹ,SUV / Cross over,8.0,2300000000
Mitsubishi,Attrage,2021.0,87139.0,Xăng,Số sàn,Thái Lan,Sedan,5.0,255000000
Hyundai,Kona,2020.0,47000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,498000000
Kia,Seltos,2024.0,6000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,615000000
Kia,Morning,2018.0,80000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,230000000
Kia,Rondo,2016.0,100000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,390000000
Isuzu,Hi lander,2004.0,185000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,8.0,115000000
Porsche,Cayenne,2015.0,65000.0,Xăng,Tự động,Đức,SUV / Cross over,5.0,1599000000
Ford,Everest,2016.0,72000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,699000000
Kia,Carnival,2022.0,40000.0,Dầu,Số sàn,Việt Nam,Minivan (MPV),7.0,1190000000
Toyota,Veloz Cross,2022.0,63000.0,Xăng,Tự động,Nước khác,Minivan (MPV),9.0,520000000
Toyota,Fortuner,2011.0,200000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,375000000
Mercedes Benz,C Class,2020.0,36000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,999000000
Mitsubishi,Attrage,2021.0,50000.0,Xăng,5,Nhật Bản,Sedan,5.0,345000000
Kia,K3,2022.0,8000.0,Xăng,Tự động,Việt Nam,Sedan,2.0,519000000
Ford,Ranger,2018.0,12345.0,Xăng,Tự động,Thái Lan,Pick-up (bán tải),5.0,890000000
VinFast,Fadil,2020.0,48000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,300000000
Kia,Dòng khác,2020.0,55000.0,Xăng,Số sàn,Việt Nam,Van,2.0,150000000
Honda,Civic,2010.0,5000.0,Xăng,Số sàn,Việt Nam,Sedan,4.0,166000000
Mazda,BT 50,2021.0,76000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,5.0,486000000
Kia,Seltos,2020.0,460000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,558000000
Chevrolet,Dòng khác,2015.0,1234.0,Xăng,Tự động,Mỹ,Coupe (2 cửa),4.0,890000000
Mazda,6,2020.0,80000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,565000000
Isuzu,Dmax,2016.0,120000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,355000000
Toyota,Camry,2007.0,130.0,Xăng,Tự động,Việt Nam,Sedan,5.0,270000000
Mazda,3,2020.0,63000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,475000000
Lexus,ES,2021.0,28000.0,Xăng,Tự động,Đức,Sedan,5.0,2100000000
Mazda,3,2022.0,45689.0,Xăng,Tự động,Việt Nam,Sedan,5.0,565000000
Lexus,ES,2021.0,17000.0,Động cơ Hybrid,Tự động,Nhật Bản,Sedan,5.0,2590000000
Kia,K3,2015.0,80000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,325000000
Ford,Ranger,2022.0,68000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,965000000
Ford,Focus,2015.0,110.0,Xăng,Tự động,Việt Nam,Sedan,5.0,295000000
Mercedes Benz,C Class,2018.0,50000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,780000000
Kia,Picanto,2014.0,77000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,247000000
Hyundai,Accent,2021.0,160000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,415000000
Ford,Focus,2014.0,10000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,295000000
Mazda,BT 50,2019.0,90000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,440000000
Mercedes Benz,E Class,2019.0,65000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1199000000
Toyota,Vios,2021.0,65000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,385000000
Mercedes Benz,E Class,2021.0,28000.0,Xăng,Tự động,Việt Nam,Sedan,2.0,1538000000
Peugeot,3008,2022.0,10000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,799000000
Chevrolet,Captiva,2009.0,100000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,148000000
Ford,EcoSport,2018.0,14500.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,477000000
Kia,Sedona,2017.0,97000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,673000000
Ford,Focus,2010.0,88000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,218000000
Hyundai,Grand i10,2022.0,27000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,375000000
Chevrolet,Cruze,2017.0,80000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,255000000
Ford,Everest,2022.0,41000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,960000000
Kia,Sorento,2017.0,70000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,499000000
Mitsubishi,Xpander,2023.0,30000.0,Xăng,Tự động,Nước khác,Minivan (MPV),2.0,595000000
Kia,Carnival,2022.0,40500.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,1190000000
Ford,Ranger,2022.0,70000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,809000000
Mercedes Benz,CLA Class,2015.0,41000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,680000000
Kia,Morning,2011.0,72000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,222000000
Hyundai,Grand i10,2017.0,60000.0,Xăng,Số sàn,Ấn Độ,Sedan,5.0,188000000
Toyota,Vios,2022.0,46000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,435000000
Ford,Transit,2016.0,180000.0,Dầu,Số sàn,Việt Nam,Minivan (MPV),16.0,380000000
Kia,Rio,2014.0,90000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,278000000
VinFast,Fadil,2020.0,42000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,315000000
Toyota,Camry,2004.0,172230.0,Xăng,Tự động,Việt Nam,Sedan,5.0,180000000
Hyundai,Elantra,2017.0,65000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,289000000
Toyota,Vios,2023.0,22000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,415000000
BMW,3 Series,2015.0,78000.0,Xăng,Tự động,Đức,Sedan,4.0,580000000
Mitsubishi,Xpander,2020.0,24000.0,Xăng,Tự động,Nhật Bản,Minivan (MPV),7.0,485000000
Chevrolet,Spark,2011.0,40000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,85000000
Toyota,Vios,2016.0,80000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,279000000
Toyota,Camry,2021.0,40000.0,Xăng,Tự động,Nước khác,Sedan,5.0,906000000
Honda,CR V,2022.0,11000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,915000000
Hyundai,Elantra,2016.0,80000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,386000000
Honda,CR V,2019.0,72000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,738000000
Toyota,Innova,2017.0,101000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,425000000
Mazda,3,2023.0,38000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,578000000
Mitsubishi,Xpander,2023.0,37000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,538000000
Ford,Focus,2014.0,58000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,365000000
Kia,Morning,2016.0,90000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,125000000
Honda,CR V,2017.0,30000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,670000000
Hyundai,Elantra,2019.0,60000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,458000000
Toyota,Vios,2019.0,70000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,308000000
Honda,CR V,2019.0,80000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,708000000
Kia,Morning,2011.0,84000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,162000000
Mitsubishi,Attrage,2022.0,61000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,372000000
Suzuki,XL 7,2022.0,56000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,420000000
Toyota,Innova,2019.0,90000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,435000000
Lexus,RX,2019.0,45000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,3050000000
Toyota,Corolla Altis,2014.0,78000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,445000000
Toyota,Raize,2024.0,15000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,520000000
Ford,EcoSport,2020.0,76000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,445000000
Lexus,LX,2021.0,38000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,8.0,8350000000
Kia,Morning,2010.0,105000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,168000000
Kia,Sedona,2018.0,84000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,735000000
Mitsubishi,Attrage,2020.0,68000.0,Xăng,5,Thái Lan,Sedan,5.0,275000000
Toyota,Corolla Cross,2022.0,42000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,750000000
Mercedes Benz,C Class,2011.0,100000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,285000000
Hyundai,Creta,2022.0,58000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,635000000
Kia,Sorento,2017.0,95000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,595000000
Suzuki,Swift,2023.0,20000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,539000000
Ford,Ranger,2019.0,90000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,489000000
Ford,Everest,2020.0,80000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,870000000
Porsche,Macan,2015.0,42000.0,Xăng,Tự động,Đức,SUV / Cross over,5.0,1499000000
Ford,Everest,2019.0,51000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,860000000
Mercedes Benz,GLC Class,2017.0,68000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,799000000
Suzuki,Swift,2019.0,61000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,435000000
Toyota,Vios,2013.0,96000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,290000000
Toyota,Vios,2024.0,23000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,499000000
Toyota,Corolla Cross,2021.0,50000.0,Xăng,5,Thái Lan,SUV / Cross over,5.0,665000000
Ford,Fiesta,2018.0,110000.0,Xăng,Tự động,Mỹ,Hatchback,5.0,300000000
Ford,Focus,2013.0,92000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,239000000
Ford,Fiesta,2015.0,90000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,295000000
Kia,Carens,2023.0,45000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,567899999
Ford,Everest,2022.0,38000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,1159000000
Toyota,Corolla Cross,2020.0,65000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,629000000
VinFast,VFe34,2022.0,90000.0,Điện,Tự động,Việt Nam,SUV / Cross over,5.0,460000000
Kia,Sedona,2015.0,90000.0,Xăng,Tự động,Hàn Quốc,SUV / Cross over,7.0,515000000
Kia,Sedona,2020.0,50000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),5.0,810000000
Toyota,Innova,2014.0,97000.0,Xăng,Tự động,Việt Nam,Kiểu dáng khác,8.0,336000000
Kia,Rio,2014.0,145500.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,288000000
Toyota,Wigo,2019.0,75000.0,Xăng,Tự động,Nước khác,Hatchback,5.0,283000000
Ford,EcoSport,2018.0,82000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,385000000
Hyundai,Santa Fe,2015.0,79000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,598000000
Hyundai,Accent,2024.0,55000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,496000000
Hyundai,Tucson,2018.0,68000.0,Dầu,Tự động,Việt Nam,Hatchback,5.0,595000000
Nissan,X Terra,2019.0,70000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,605000000
Hyundai,Grand i10,2015.0,42.0,Xăng,Tự động,Ấn Độ,Hatchback,5.0,275275275
Mazda,3,2019.0,65689.0,Xăng,Tự động,Việt Nam,Sedan,5.0,469000000
Toyota,Hiace,2001.0,150000.0,Xăng,Số sàn,Nhật Bản,Van,6.0,43000000
Toyota,Camry,2018.0,86000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,720000000
Mercedes Benz,C Class,2016.0,49000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,739000000
Mazda,CX 5,2016.0,100000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,485000000
Toyota,Innova,2006.0,123.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,155000000
MG,MG5,2024.0,8000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,465000000
Kia,Sonet,2024.0,16000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,585000000
Daewoo,Lanos,2001.0,200000.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,23000000
Ford,Territory,2023.0,65000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,785000000
Kia,Sedona,2018.0,98000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,638000000
Mazda,3,2016.0,86300.0,Xăng,Tự động,Việt Nam,Sedan,5.0,365000000
Ford,Escape,2004.0,234567.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,135000000
Ford,Ranger,2022.0,53000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,815000000
Toyota,Corolla Cross,2021.0,51000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,665000000
Hyundai,Accent,2023.0,50000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,399000000
Kia,Morning,2020.0,80000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,268000000
Hyundai,Avante,2011.0,137773.0,Xăng,Tự động,Việt Nam,Sedan,5.0,255000000
