id,title,brand,model,year,price,mileage,fuel_type,transmission,owners,origin,car_type,seats,condition,location,post_time,crawl_time,weight,load_capacity
123895883,HERIO TRẢ TRƯỚC 70 TRIỆU- TẶNG BHVC-12 TRIỆU TM,,,,479000000,,,,,,,,,"Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",Đăng 5 tháng trước,2025-09-05 15:34:40,,
126942150,Audi A8L 2016 - 58000 km,,,,1299000000,,,,,,,,,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-05 15:34:42,,
121017655,Volvo EC40 Recharge 2025 xe điện giao T9/2025,,,,1739000000,,,,,,,,,"Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",Đăng 20 ngày trước,2025-09-05 15:34:44,,
127410040,Mitsubishi Mirage 2014 1.2 CVT - 124000 km,,,,225000000,,,,,,,,,"Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 6 ngày trước,2025-09-05 15:34:45,,
127138230,🚗 BÁN XE TOYOTA VIOS🚗 BÁN XE TOYOTA VIOS 2022,,,,385000000,,,,,,,,,"Phường Quán Thánh, Quận Ba Đình, Hà Nội",Đăng 9 phút trước,2025-09-05 15:34:46,,
126682513,Toyota Hiace 2008 van 3 chỗ tải 940kg chạy phố,,,,199000000,,,,,,,,,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Đăng 1 tháng trước,2025-09-05 15:34:48,,
125969229,Bán Mercedes Benz Vito 2016 Tourer 121 siêu cọp,,,,615000000,,,,,,,,,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Đăng 19 phút trước,2025-09-05 15:34:54,,
127294064,"Veloz Cross 2022 1.5ECVT - 43,795 km -Giá Còn Giảm",,,,530000000,,,,,,,,,"Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",Đăng 11 ngày trước,2025-09-05 15:34:55,,
127505874,Bán xe VinFast VF7 2025 S,,,,717000000,,,,,,,,,"Xã Thạch Hoà, Huyện Thạch Thất, Hà Nội",Đăng 8 giờ trước,2025-09-05 15:34:56,,
126643474,GIÁ XE 275 TRIỆU – NHẬN XE CHỈ VỚI 69 TRIỆU,,,,275000000,,,,,,,,,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-05 15:34:57,,
119678485,Giá Volvo XC60 Plug-in Hybrid sản xuất 2025,,,,2500000000,,,,,,,,,"Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",Đăng 20 ngày trước,2025-09-05 15:35:03,,
127473761,Kia Carnival 2022- 2.2D Signature đẹp như mới,,,,1250000000,,,,,,,,,"Phường 3, Quận 5, Tp Hồ Chí Minh",Đăng 29 phút trước,2025-09-05 15:35:05,,
127390051,VinFast VF7 Plus 2025 Siêu Lướt Mới Về,,,,859000000,,,,,,,,,"Phường 1, Quận 3, Tp Hồ Chí Minh",Đăng 7 ngày trước,2025-09-05 15:35:06,,
127518435,Kia Cerato 2021 1.6 AT LUXURY - 75000 km,,,,460000000,,,,,,,,,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Đăng 25 phút trước,2025-09-05 15:35:07,,
127256469,Toyota IQ Coupe 2 cửa dành cho số ít,,,,459000000,,,,,,,,,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 23 phút trước,2025-09-05 15:35:09,,
127518103,Mercedes Benz C Class 2018 C200 - 71000 km,,,,730000000,,,,,,,,,"Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",Đăng 37 phút trước,2025-09-05 15:35:10,,
127405995,Xe Cọp Mazda CX 5 2014 2.0 AT 2WD - 89000 km,,,,398000000,,,,,,,,,"Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",Đăng 35 phút trước,2025-09-05 15:35:16,,
125742085,City Car bán xe Nissan Navara 2019 EL Premium R,,,,465000000,,,,,,,,,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Đăng 35 phút trước,2025-09-05 15:35:17,,
127490201,Lynk&Co 06 2025 - 1000 km,,,,700000000,,,,,,,,,"Phường 1, Quận 11, Tp Hồ Chí Minh",Đăng 1 ngày trước,2025-09-05 15:35:19,,
124008270,Volvo XC40 Ultra 2025 Sage Green giảm 200 triệu,,,,1620000000,,,,,,,,,"Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",Đăng 25 ngày trước,2025-09-05 15:35:24,,
126579268,Kia Morning 2016 1.0 MT - 300000 km có hỗ trợ góp,,,,120000000,,,,,,,,,"Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-05 15:35:26,,
127340608,Subaru Forester 1/2020 I-S Eyesight - 82000 km,,,,628000000,,,,,,,,,"Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 38 phút trước,2025-09-05 15:35:28,,
127349890,Mercedes Benz C250 exclusive Model 2017,,,,599000000,,,,,,,,,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 9 ngày trước,2025-09-05 15:35:29,,
127305625,Fortuner 2016 TRD Sportivo 4x2 AT - 132.350 km,,,,540000000,,,,,,,,,"Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",Đăng 11 ngày trước,2025-09-05 15:35:30,,
127461502,"CITY RS SENSING 2024 CỰC MỚI, ODO: CHỈ 11.000KM",,,,520000000,,,,,,,,,"Phường 12, Quận 10, Tp Hồ Chí Minh",Đăng 3 ngày trước,2025-09-05 15:35:31,,
